nivel_registro,bloco_analisado,id_nota,num_nota,data_nota,titulo_nota,topico_tematica,porcentagem_presenca,vocabularios_chave_identificados,justificativa_metodologica,revisao_necessaria
Nota,Cooperação Multilateral e Governança Global,634,180,28/04/2025,"Discurso do Ministro Mauro Vieira por ocasião da Reunião de Ministros das Relações Exteriores do BRICS – Rio de Janeiro, 28 de abril de 2025",Multilateralismo e Foruns Plurilaterais,27.3%,brics (9x); deg (1x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 12 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 44. Percentual = (12 / 44) x 100 = 27.3%. Termos computados (radical, casamento por fronteira de palavra): brics (9x); deg (1x).",Não
Nota,Cooperação Multilateral e Governança Global,634,180,28/04/2025,"Discurso do Ministro Mauro Vieira por ocasião da Reunião de Ministros das Relações Exteriores do BRICS – Rio de Janeiro, 28 de abril de 2025",Governanca Global e Reforma Institucional,13.6%,nacoes unidas (3x); conselho de seguranca (1x); multilateralismo (1x); multilateralism (1x),"Peso semantico do topico 'Governanca Global e Reforma Institucional' na nota = 6 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 44. Percentual = (6 / 44) x 100 = 13.6%. Termos computados (radical, casamento por fronteira de palavra): nacoes unidas (3x); conselho de seguranca (1x); multilateralismo (1x); multilateralism (1x).",Não
Nota,Cooperação Multilateral e Governança Global,634,180,28/04/2025,"Discurso do Ministro Mauro Vieira por ocasião da Reunião de Ministros das Relações Exteriores do BRICS – Rio de Janeiro, 28 de abril de 2025",Direitos Humanos e Direito Internacional Humanitario,4.5%,assistencia humanitaria (1x); fome (1x),"Peso semantico do topico 'Direitos Humanos e Direito Internacional Humanitario' na nota = 2 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 44. Percentual = (2 / 44) x 100 = 4.5%. Termos computados (radical, casamento por fronteira de palavra): assistencia humanitaria (1x); fome (1x).",Não
Nota,Cooperação Multilateral e Governança Global,634,180,28/04/2025,"Discurso do Ministro Mauro Vieira por ocasião da Reunião de Ministros das Relações Exteriores do BRICS – Rio de Janeiro, 28 de abril de 2025","Transicao Energetica, Meio Ambiente e Mudanca do Clima",4.5%,sustentabilidade (1x); ambiental (1x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 2 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 44. Percentual = (2 / 44) x 100 = 4.5%. Termos computados (radical, casamento por fronteira de palavra): sustentabilidade (1x); ambiental (1x).",Não
Nota,Cooperação Multilateral e Governança Global,634,180,28/04/2025,"Discurso do Ministro Mauro Vieira por ocasião da Reunião de Ministros das Relações Exteriores do BRICS – Rio de Janeiro, 28 de abril de 2025",Outros / Temas Residuais (abaixo do limiar de 3%),2.4%,"Educacao, Cultura e Intercambio Humano",Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 3.0% adotado neste relatorio para evitar fragmentacao excessiva de temas acessorios.,Não
Nota,Cooperação Multilateral e Governança Global,721,94,24/02/2025,"Primeira Reunião de Sherpas do BRICS – Brasília, 25 e 26 de fevereiro",Multilateralismo e Foruns Plurilaterais,66.7%,brics (6x); cupula (1x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 10 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (10 / 15) x 100 = 66.7%. Termos computados (radical, casamento por fronteira de palavra): brics (6x); cupula (1x).",Não
Nota,Cooperação Multilateral e Governança Global,721,94,24/02/2025,"Primeira Reunião de Sherpas do BRICS – Brasília, 25 e 26 de fevereiro","Tecnologia, Inovacao e Espaco",6.7%,inteligencia artificial (1x),"Peso semantico do topico 'Tecnologia, Inovacao e Espaco' na nota = 1 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (1 / 15) x 100 = 6.7%. Termos computados (radical, casamento por fronteira de palavra): inteligencia artificial (1x).",Não
Nota,Cooperação Multilateral e Governança Global,721,94,24/02/2025,"Primeira Reunião de Sherpas do BRICS – Brasília, 25 e 26 de fevereiro","Economia, Comercio Exterior e Agronegocio",6.7%,comercio (1x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 1 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (1 / 15) x 100 = 6.7%. Termos computados (radical, casamento por fronteira de palavra): comercio (1x).",Não
Nota,Cooperação Multilateral e Governança Global,721,94,24/02/2025,"Primeira Reunião de Sherpas do BRICS – Brasília, 25 e 26 de fevereiro","Transicao Energetica, Meio Ambiente e Mudanca do Clima",6.7%,mudanca do clima (1x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 1 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (1 / 15) x 100 = 6.7%. Termos computados (radical, casamento por fronteira de palavra): mudanca do clima (1x).",Não
Nota,Cooperação Multilateral e Governança Global,721,94,24/02/2025,"Primeira Reunião de Sherpas do BRICS – Brasília, 25 e 26 de fevereiro","Infraestrutura, Investimentos e Financas",6.7%,finance (1x),"Peso semantico do topico 'Infraestrutura, Investimentos e Financas' na nota = 1 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (1 / 15) x 100 = 6.7%. Termos computados (radical, casamento por fronteira de palavra): finance (1x).",Não
Nota,Cooperação Multilateral e Governança Global,721,94,24/02/2025,"Primeira Reunião de Sherpas do BRICS – Brasília, 25 e 26 de fevereiro",Saude Publica e Cooperacao Sanitaria,6.7%,saude (1x),"Peso semantico do topico 'Saude Publica e Cooperacao Sanitaria' na nota = 1 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (1 / 15) x 100 = 6.7%. Termos computados (radical, casamento por fronteira de palavra): saude (1x).",Não
Nota,Cooperação Multilateral e Governança Global,741,74,15/02/2025,"Escolha do Rio de Janeiro para sediar a Cúpula do BRICS, dias 6 e 7 de julho",Multilateralismo e Foruns Plurilaterais,94.1%,brics (4x); cupula (4x); consenso (2x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 16 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 17. Percentual = (16 / 17) x 100 = 94.1%. Termos computados (radical, casamento por fronteira de palavra): brics (4x); cupula (4x); consenso (2x).",Não
Nota,Cooperação Multilateral e Governança Global,741,74,15/02/2025,"Escolha do Rio de Janeiro para sediar a Cúpula do BRICS, dias 6 e 7 de julho",Diplomacia Institucional e Atos Bilaterais,5.9%,chanceler (1x),"Peso semantico do topico 'Diplomacia Institucional e Atos Bilaterais' na nota = 1 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 17. Percentual = (1 / 17) x 100 = 5.9%. Termos computados (radical, casamento por fronteira de palavra): chanceler (1x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final",Multilateralismo e Foruns Plurilaterais,35.9%,brics (479x); g20 (22x); cupula (13x); summit (12x); consenso (11x); deg (4x); declaracao conjunta (3x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 548 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (548 / 1525) x 100 = 35.9%. Termos computados (radical, casamento por fronteira de palavra): brics (479x); g20 (22x); cupula (13x); summit (12x); consenso (11x); deg (4x); declaracao conjunta (3x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final","Economia, Comercio Exterior e Agronegocio",12.4%,import (116x); comercio (21x); trade (17x); agricultur (16x); agricola (6x); export (4x); customs (3x); salvaguarda (2x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 189 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (189 / 1525) x 100 = 12.4%. Termos computados (radical, casamento por fronteira de palavra): import (116x); comercio (21x); trade (17x); agricultur (16x); agricola (6x); export (4x); customs (3x); salvaguarda (2x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final","Infraestrutura, Investimentos e Financas",10.2%,finance (37x); financial (25x); financiamento (21x); infraestrutura (19x); infrastructure (19x); ndb (16x); investment (12x); moedas locais (4x),"Peso semantico do topico 'Infraestrutura, Investimentos e Financas' na nota = 156 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (156 / 1525) x 100 = 10.2%. Termos computados (radical, casamento por fronteira de palavra): finance (37x); financial (25x); financiamento (21x); infraestrutura (19x); infrastructure (19x); ndb (16x); investment (12x); moedas locais (4x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final","Defesa, Seguranca Internacional e Geopolitica",9.2%,security (45x); peace (28x); paz (17x); terrorismo (17x); conflito (17x); oriente medio (4x); solucao pacifica (2x); mediacao (2x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 141 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (141 / 1525) x 100 = 9.2%. Termos computados (radical, casamento por fronteira de palavra): security (45x); peace (28x); paz (17x); terrorismo (17x); conflito (17x); oriente medio (4x); solucao pacifica (2x); mediacao (2x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final","Tecnologia, Inovacao e Espaco",7.9%,tecnolog (37x); innovation (19x); inovac (17x); technology (14x); dados (10x); artificial intelligence (5x); inteligencia artificial (4x); satelit (3x),"Peso semantico do topico 'Tecnologia, Inovacao e Espaco' na nota = 121 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (121 / 1525) x 100 = 7.9%. Termos computados (radical, casamento por fronteira de palavra): tecnolog (37x); innovation (19x); inovac (17x); technology (14x); dados (10x); artificial intelligence (5x); inteligencia artificial (4x); satelit (3x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final","Transicao Energetica, Meio Ambiente e Mudanca do Clima",6.8%,environment (23x); cop (18x); climatic (18x); climate change (11x); energy transition (7x); biodiversidade (5x); biodiversity (5x); sustentabilidade (3x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 104 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (104 / 1525) x 100 = 6.8%. Termos computados (radical, casamento por fronteira de palavra): environment (23x); cop (18x); climatic (18x); climate change (11x); energy transition (7x); biodiversidade (5x); biodiversity (5x); sustentabilidade (3x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final","Educacao, Cultura e Intercambio Humano",5.9%,cultura (28x); education (15x); educacao (14x); sport (12x); esporte (6x); turismo (5x); tourism (4x); universidade (2x),"Peso semantico do topico 'Educacao, Cultura e Intercambio Humano' na nota = 90 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (90 / 1525) x 100 = 5.9%. Termos computados (radical, casamento por fronteira de palavra): cultura (28x); education (15x); educacao (14x); sport (12x); esporte (6x); turismo (5x); tourism (4x); universidade (2x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final",Governanca Global e Reforma Institucional,5.8%,nacoes unidas (25x); united nations (21x); multilateralism (8x); conselho de seguranca (6x); governanca global (5x); arquitetura financeira (4x); multilateralismo (4x); global governance (4x),"Peso semantico do topico 'Governanca Global e Reforma Institucional' na nota = 88 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1525. Percentual = (88 / 1525) x 100 = 5.8%. Termos computados (radical, casamento por fronteira de palavra): nacoes unidas (25x); united nations (21x); multilateralism (8x); conselho de seguranca (6x); governanca global (5x); arquitetura financeira (4x); multilateralismo (4x); global governance (4x).",Não
Nota,Cooperação Multilateral e Governança Global,939,Nota à imprensa nº 505,23/10/2024,"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final",Outros / Temas Residuais (abaixo do limiar de 3%),5.9%,Cooperacao Bilateral e Sul-Sul; Diplomacia Institucional e Atos Bilaterais; Direitos Humanos e Direito Internacional Humanitario; Saude Publica e Cooperacao Sanitaria,Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 3.0% adotado neste relatorio para evitar fragmentacao excessiva de temas acessorios.,Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023",Multilateralismo e Foruns Plurilaterais,31.2%,brics (36x); g20 (8x); summit (7x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 55 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (55 / 176) x 100 = 31.2%. Termos computados (radical, casamento por fronteira de palavra): brics (36x); g20 (8x); summit (7x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023","Defesa, Seguranca Internacional e Geopolitica",17.6%,security (20x); peace (10x); ukraine (1x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 31 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (31 / 176) x 100 = 17.6%. Termos computados (radical, casamento por fronteira de palavra): security (20x); peace (10x); ukraine (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023",Governanca Global e Reforma Institucional,15.9%,united nations (12x); security council (6x); global governance (4x); multilateralism (2x); nacoes unidas (1x),"Peso semantico do topico 'Governanca Global e Reforma Institucional' na nota = 28 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (28 / 176) x 100 = 15.9%. Termos computados (radical, casamento por fronteira de palavra): united nations (12x); security council (6x); global governance (4x); multilateralism (2x); nacoes unidas (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023","Transicao Energetica, Meio Ambiente e Mudanca do Clima",8.5%,biodiversity (5x); cop (4x); environment (3x); climate change (2x); sustainability (1x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 15 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (15 / 176) x 100 = 8.5%. Termos computados (radical, casamento por fronteira de palavra): biodiversity (5x); cop (4x); environment (3x); climate change (2x); sustainability (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023",Direitos Humanos e Direito Internacional Humanitario,7.4%,human rights (11x); humanitarian (2x),"Peso semantico do topico 'Direitos Humanos e Direito Internacional Humanitario' na nota = 13 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (13 / 176) x 100 = 7.4%. Termos computados (radical, casamento por fronteira de palavra): human rights (11x); humanitarian (2x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023","Economia, Comercio Exterior e Agronegocio",5.1%,import (6x); agricultur (2x); trade (1x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 9 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (9 / 176) x 100 = 5.1%. Termos computados (radical, casamento por fronteira de palavra): import (6x); agricultur (2x); trade (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023","Tecnologia, Inovacao e Espaco",4.0%,technology (4x); innovation (1x); artificial intelligence (1x); research and development (1x),"Peso semantico do topico 'Tecnologia, Inovacao e Espaco' na nota = 7 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (7 / 176) x 100 = 4.0%. Termos computados (radical, casamento por fronteira de palavra): technology (4x); innovation (1x); artificial intelligence (1x); research and development (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023","Infraestrutura, Investimentos e Financas",3.4%,financial (4x); investment (1x); finance (1x),"Peso semantico do topico 'Infraestrutura, Investimentos e Financas' na nota = 6 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (6 / 176) x 100 = 3.4%. Termos computados (radical, casamento por fronteira de palavra): financial (4x); investment (1x); finance (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023",Diplomacia Institucional e Atos Bilaterais,3.4%,comunicado conjunto (1x); chanceler (1x),"Peso semantico do topico 'Diplomacia Institucional e Atos Bilaterais' na nota = 6 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 176. Percentual = (6 / 176) x 100 = 3.4%. Termos computados (radical, casamento por fronteira de palavra): comunicado conjunto (1x); chanceler (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1675,Nota à Imprensa nº 399,20/09/2023,"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023",Outros / Temas Residuais (abaixo do limiar de 3%),3.5%,Cooperacao Bilateral e Sul-Sul; Saude Publica e Cooperacao Sanitaria,Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 3.0% adotado neste relatorio para evitar fragmentacao excessiva de temas acessorios.,Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023",Multilateralismo e Foruns Plurilaterais,34.0%,brics (176x); summit (14x); g20 (11x); deg (1x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 202 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (202 / 594) x 100 = 34.0%. Termos computados (radical, casamento por fronteira de palavra): brics (176x); summit (14x); g20 (11x); deg (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023","Economia, Comercio Exterior e Agronegocio",13.3%,trade (33x); import (33x); agricultur (12x); export (1x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 79 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (79 / 594) x 100 = 13.3%. Termos computados (radical, casamento por fronteira de palavra): trade (33x); import (33x); agricultur (12x); export (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023","Infraestrutura, Investimentos e Financas",12.6%,financial (23x); infrastructure (17x); investment (16x); finance (11x); ndb (8x),"Peso semantico do topico 'Infraestrutura, Investimentos e Financas' na nota = 75 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (75 / 594) x 100 = 12.6%. Termos computados (radical, casamento por fronteira de palavra): financial (23x); infrastructure (17x); investment (16x); finance (11x); ndb (8x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023","Defesa, Seguranca Internacional e Geopolitica",9.9%,security (33x); peace (23x); geopolitica (2x); ukraine (1x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 59 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (59 / 594) x 100 = 9.9%. Termos computados (radical, casamento por fronteira de palavra): security (33x); peace (23x); geopolitica (2x); ukraine (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023","Transicao Energetica, Meio Ambiente e Mudanca do Clima",8.4%,climate change (18x); environment (12x); biodiversity (9x); cop (5x); energy transition (3x); sustainability (2x); renewable energy (1x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 50 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (50 / 594) x 100 = 8.4%. Termos computados (radical, casamento por fronteira de palavra): climate change (18x); environment (12x); biodiversity (9x); cop (5x); energy transition (3x); sustainability (2x); renewable energy (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023","Educacao, Cultura e Intercambio Humano",6.4%,education (17x); sport (7x); cultura (5x); university (5x); tourism (3x); student (1x),"Peso semantico do topico 'Educacao, Cultura e Intercambio Humano' na nota = 38 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (38 / 594) x 100 = 6.4%. Termos computados (radical, casamento por fronteira de palavra): education (17x); sport (7x); cultura (5x); university (5x); tourism (3x); student (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023","Tecnologia, Inovacao e Espaco",5.2%,technology (16x); innovation (11x); satellite (2x); research and development (2x),"Peso semantico do topico 'Tecnologia, Inovacao e Espaco' na nota = 31 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (31 / 594) x 100 = 5.2%. Termos computados (radical, casamento por fronteira de palavra): technology (16x); innovation (11x); satellite (2x); research and development (2x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023",Governanca Global e Reforma Institucional,5.2%,united nations (17x); multilateralism (6x); security council (5x); global governance (2x); international order (1x),"Peso semantico do topico 'Governanca Global e Reforma Institucional' na nota = 31 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 594. Percentual = (31 / 594) x 100 = 5.2%. Termos computados (radical, casamento por fronteira de palavra): united nations (17x); multilateralism (6x); security council (5x); global governance (2x); international order (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1719,Nota à Imprensa nº 355,24/08/2023,"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023",Outros / Temas Residuais (abaixo do limiar de 3%),5.0%,Cooperacao Bilateral e Sul-Sul; Direitos Humanos e Direito Internacional Humanitario; Saude Publica e Cooperacao Sanitaria,Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 3.0% adotado neste relatorio para evitar fragmentacao excessiva de temas acessorios.,Não
